-100.0	551.0	23.45483703851265
-150.0	568.0	24.242544004841115
-200.0	588.0	23.701806544097842
-250.0	607.0	25.615902795524978
-300.0	626.0	26.608153141656345
-350.0	650.0	23.01368291820621
-400.0	663.0	29.264684158888716
-450.0	699.0	25.167758041587636
-500.0	703.0	24.987729509500653
-50.0	527.0	27.801589960593216
-550.0	733.0	25.300859182371404
-600.0	746.0	24.76784589905076
-650.0	765.0	25.12628576923282
-700.0	765.0	25.129323997075762
100.0	467.0	22.245883149834775
150.0	445.0	22.941055075870402
200.0	435.0	22.38018393434592
250.0	418.0	23.85675533585248
300.0	393.0	26.74303785086707
350.0	371.0	23.308866077573096
400.0	355.0	23.893445025952357
450.0	325.0	22.682062359742936
49.0	494.0	23.79405547420595
500.0	311.0	21.82902518665123
550.0	288.0	22.499754734172516
600.0	276.0	22.55448176990072
650.0	253.0	23.142848527376444
700.0	241.0	23.238187896278674
